gene_id	gene_name	gene_description	chr	start	end	strand	baseMean	log2FoldChange	padj	significant	direction
10345	TRDN	triadin	chr6	123216339	123637189	-	3132.05580293201	-2.28656897637062	0.62633783126309	FALSE	Down
10425	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	chr3	48918821	48986382	+	809.915850751568	-1.27826901231172	2.24955275925811e-05	TRUE	Down
407738	TAFA1	TAFA chemokine like family member 1	chr3	68004247	68545621	+	706.146823288873	-0.541438929929238	0.000230336454064063	FALSE	Down
65982	ZSCAN18	zinc finger and SCAN domain containing 18	chr19	58083838	58118427	-	919.915703777224	-0.155884264894379	0.0462920086685647	FALSE	Down
170850	KCNG3	potassium voltage-gated channel modifier subfamily G member 3	chr2	42365670	42493982	-	5459.32249468053	1.41818498319704	3.798776242871e-06	TRUE	Up
100505475	SYNE1-AS1	SYNE1 antisense RNA 1	chr6	152380546	152381564	+	3282.07710089395	-0.772844442161234	0.00114067890212544	FALSE	Down
100302263	MIR1908	microRNA 1908	chr11	61815161	61815240	-	5105.91205411125	-1.54465495557607	0.000262851499956221	TRUE	Down
100507254	LINC01013	long intergenic non-protein coding RNA 1013	chr6	131951088	132169992	+	9545.90737476014	-0.429571148508838	0.156256396701296	FALSE	Down
64787	EPS8L2	EPS8 signaling adaptor L2	chr11	694438	727727	+	4946.58690643031	0.615091353786529	0.0515251189427908	FALSE	Up
100093631	GTF2IP4	general transcription factor IIi pseudogene 4	chr7	73154938	73207283	+	4122.14035992743	-1.9142840109626	2.38802827838644e-06	TRUE	Down
101929707	LOC101929707	uncharacterized LOC101929707	chr20	22995708	23030785	-	4609.82841543388	-1.49362160403287	0.000607457953389203	TRUE	Down
8908	GYG2	glycogenin 2	chrX	2828822	2882818	+	8222.88522499846	-0.37131211582683	7.97865056648029e-06	FALSE	Down
105377256	LINC02835	long intergenic non-protein coding RNA 2835	chr4	65225867	65241814	-	5702.27068474982	-1.80218038590435	4.44818535050301e-05	TRUE	Down
101927323	PPP4R1-AS1	PPP4R1 antisense RNA 1	chr18	9615264	9619363	+	4807.69936565775	1.05668219456717	9.59768601457903e-05	TRUE	Up
116372	LYPD1	LY6/PLAUR domain containing 1	chr2	132643286	132671579	-	1390.1963180583	1.94833802429027	6.20133333831133e-05	TRUE	Up
51003	MED31	mediator complex subunit 31	chr17	6643311	6651634	-	3649.72311143996	-0.0454218627278719	0.000781803699238888	FALSE	Down
124402	UBALD1	UBA like domain containing 1	chr16	4608883	4615027	-	703.612377042882	1.74701041793973	0.175128631718582	FALSE	Up
171482	FAM9A	family with sequence similarity 9 member A	chrX	8790795	8801383	-	5793.88191989157	1.32056540998162	0.00362608544424133	TRUE	Up
6137	RPL13	ribosomal protein L13	chr16	89560677	89564542	+	2940.47968453728	-0.63837130661816	0.00378188361895006	FALSE	Down
124903683	LOC124903683	uncharacterized LOC124903683	chr16	33203773	33206462	-	4479.15151698515	0.59432100635129	0.0049104494310988	FALSE	Up
121643	FOXN4	forkhead box N4	chr12	109277978	109309284	-	4450.39886389859	-1.75901990628755	9.84584981310641e-06	TRUE	Down
9015	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	chr1	222557902	222589933	-	9271.31901118206	2.25618053699918	2.8932240272261e-05	TRUE	Up
285489	DOK7	docking protein 7	chr4	3463306	3501473	+	8181.13773681922	0.816175598978931	0.0457392109440654	FALSE	Up
55661	DDX27	DEAD-box helicase 27	chr20	49219347	49244077	+	942.175430781208	1.91656715399068	0.0226245199849115	TRUE	Up
105376435	LOC105376435	uncharacterized LOC105376435	chr10	16817699	16821207	+	5928.38335672626	-0.450006132360346	0.00105534483522078	FALSE	Down
389602	LOC389602	uncharacterized LOC389602	chr7	155952030	155968391	+	5439.37435963191	-3.33007235871591	0.000149385116315287	TRUE	Down
107985490	LOC107985490	uncharacterized LOC107985490	chr21	19130523	19134423	+	423.622671244666	-0.133352646276391	0.000975090189332769	FALSE	Down
23604	DAPK2	death associated protein kinase 2	chr15	63907036	64072033	-	4903.49315373926	0.702692020338989	1.66928208014059e-05	FALSE	Up
101927793	LOC101927793	uncharacterized LOC101927793	chr16	88883272	88887136	+	3482.04076155322	1.10508568343039	0.00436181516535376	TRUE	Up
6701	SPRR2B	small proline rich protein 2B	chr1	153070226	153071611	-	4467.97394069377	-2.04141480559478	5.00605153338731e-06	TRUE	Down
54961	SSH3	slingshot protein phosphatase 3	chr11	67303478	67312605	+	2867.30737120844	2.97940076069205	2.9519032758552e-05	TRUE	Up
693161	MIR576	microRNA 576	chr4	109488698	109488795	+	2616.54649273958	2.27853534863284	8.9659674147952e-05	TRUE	Up
339005	WHAMMP3	WHAMM pseudogene 3	chr15	22664359	22686213	+	8176.97899026564	-1.56533583877749	0.000209350090481555	TRUE	Down
391004	PRAMEF17	PRAME family member 17	chr1	13389632	13392629	+	7636.98343841592	-0.00100419845927302	0.00107091202430123	FALSE	Down
124906346	LOC124906346	small nucleolar RNA SNORA5	chr3	123814077	123814207	+	4612.81721592182	-0.631508541571352	0.0460578541599175	FALSE	Down
3196	TLX2	T cell leukemia homeobox 2	chr2	74513463	74517148	+	707.800510004163	2.5849255188108	0.02599084326395	TRUE	Up
6043	SNORA63	small nucleolar RNA, H/ACA box 63	chr3	186787300	186787431	+	8276.57561070519	1.71198284904335	0.000672749709655948	TRUE	Up
441908	NBPF18P	NBPF member 18, pseudogene	chr1	151994531	152042774	+	7748.32240357064	-1.46738562386683	0.00204441147028432	TRUE	Down
79006	METRN	meteorin, glial cell differentiation regulator	chr16	715118	719655	+	7351.8998591206	1.75658645027475	0.00327312687046695	TRUE	Up
79088	ZNF426	zinc finger protein 426	chr19	9523223	9538645	-	152.547713913955	0.6333152083665	0.0362824970714185	FALSE	Up
4161	MC5R	melanocortin 5 receptor	chr18	13824149	13827323	+	677.168741053902	-0.222012285271248	1.0976709608542e-05	FALSE	Down
5593	PRKG2	protein kinase cGMP-dependent 2	chr4	81087370	81215222	-	9398.60553134466	0.819069834193118	3.24814742390076e-06	FALSE	Up
124904146	LOC124904146	U2 spliceosomal RNA	chr17	43273101	43273292	-	9252.13469943963	0.898315683106081	0.914958732201115	FALSE	Up
29940	DSE	dermatan sulfate epimerase	chr6	116254173	116463696	+	7589.21074114041	1.94594020192508	0.000261419713858623	TRUE	Up
105378852	LINC02787	long intergenic non-protein coding RNA 2787	chr1	90510910	90533472	-	3462.57219900144	-2.33316488862513	0.00450268340471874	TRUE	Down
51000	SLC35B3	solute carrier family 35 member B3	chr6	8411435	8435561	-	5210.25390718598	0.0231012194090751	0.000286709224891045	FALSE	Up
107984270	LOC107984270	uncharacterized LOC107984270	chr10	113482069	113492054	-	8906.22981348774	-0.528069186357119	0.000308510626608565	FALSE	Down
25780	RASGRP3	RAS guanyl releasing protein 3	chr2	33436324	33564750	+	85.8413174096495	-1.63739591365837	2.13773729297387e-06	TRUE	Down
830	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	chr7	116811070	116922049	+	6691.70783829642	0.705827149481019	2.80752199833388e-06	FALSE	Up
105370668	LOC105370668	uncharacterized LOC105370668	chr14	100683769	100689109	+	4662.39385577384	0.133585075321201	1.62231978727152e-06	FALSE	Up
574442	MIR489	microRNA 489	chr7	93483936	93484019	-	7277.14489444858	0.687755313497739	0.219962163575114	FALSE	Up
105375146	LOC105375146	uncharacterized LOC105375146	chr7	9869774	9985895	+	2309.18483679881	1.72242276546421	0.0123367387119032	TRUE	Up
105373585	LOC105373585	uncharacterized LOC105373585	chr2	120542905	120558119	-	6611.66451579193	1.81964337860373	1.32942044369778e-05	TRUE	Up
644139	PIRT	phosphoinositide interacting regulator of transient receptor potential channels	chr17	10822470	10838087	-	8786.62409876473	1.02953385006819	0.00135243540877852	TRUE	Up
107984963	LOC107984963	uncharacterized LOC107984963	chr1	60114875	60149784	+	1264.30167716462	0.859359788045143	1.90792012046608e-05	FALSE	Up
5782	PTPN12	protein tyrosine phosphatase non-receptor type 12	chr7	77537295	77640069	+	522.200838900171	-1.71332834790203	2.5500314794484e-05	TRUE	Down
80129	CCDC170	coiled-coil domain containing 170	chr6	151494017	151621193	+	7577.27026263019	-1.1592424975782	0.128434788758281	FALSE	Down
10244	RABEPK	Rab9 effector protein with kelch motifs	chr9	125200542	125234161	+	543.048622747883	-1.19976605122008	0.0139639573057846	TRUE	Down
26184	OR1F2P	olfactory receptor family 1 subfamily F member 2 pseudogene	chr16	3215611	3216543	+	7812.70087277517	0.799145636376327	0.0345564671201297	FALSE	Up
9134	CCNE2	cyclin E2	chr8	94879770	94896678	-	4117.11024846882	1.4854055811988	3.02418877645634e-05	TRUE	Up
1105	CHD1	chromodomain helicase DNA binding protein 1	chr5	98853985	98929007	-	1540.6064869999	-1.43026977108806	0.30075426996791	FALSE	Down
8693	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	chr12	89519412	89524796	-	4785.242537593	0.341144937279987	3.11445446708887e-05	FALSE	Up
25851	TECPR1	tectonin beta-propeller repeat containing 1	chr7	98214624	98252232	-	1505.66269651521	1.70391513009109	0.00592556047145823	TRUE	Up
100505845	ROPN1L-AS1	ROPN1L antisense RNA 1	chr5	10440983	10441826	-	2659.44475859869	2.29711877246033	0.739097172544335	FALSE	Up
22980	TCF25	transcription factor 25	chr16	89873570	89913627	+	8777.74054398993	0.815225153151618	0.00474737875443248	FALSE	Up
23731	TMEM245	transmembrane protein 245	chr9	109015135	109119947	-	4274.42820495227	0.851629714356595	0.00223067655792788	FALSE	Up
101928136	LINC01484	long intergenic non-protein coding RNA 1484	chr5	173707614	173746209	-	7911.66212670272	0.30042371874661	0.0138993758232613	FALSE	Up
124900561	LOC124900561	small nucleolar RNA SNORA43	chr3	8931495	8931632	+	3968.61813226482	-1.10452757318094	0.30496195301858	FALSE	Down
105377198	LOC105377198	uncharacterized LOC105377198	chr3	87641412	87793629	-	9567.6332223299	-0.346113124557146	1.48000010998578e-05	FALSE	Down
1116	CHI3L1	chitinase 3 like 1	chr1	203178931	203186704	-	3002.67446732381	0.257217626639851	5.26508507409207e-06	FALSE	Up
10737	RFPL3S	RFPL3 antisense	chr22	32359886	32382106	-	5926.39974862104	-0.293192312089158	0.603872430189413	FALSE	Down
280659	SSX8P	SSX family member 8, pseudogene	chrX	52622935	52633948	+	2505.1585262036	-0.956525133749618	6.98325376191865e-06	FALSE	Down
23617	TSSK2	testis specific serine kinase 2	chr22	19131308	19132622	+	9757.78139483882	-0.473992114252077	2.39721678742984e-06	FALSE	Down
5602	MAPK10	mitogen-activated protein kinase 10	chr4	85990007	86594625	-	4382.68022264587	-3.7752222515166	0.000452371035506167	TRUE	Down
4149	MAX	MYC associated factor X	chr14	65006174	65102695	-	2068.92393997638	-0.277915713437405	0.0602713962951124	FALSE	Down
3070	HELLS	helicase, lymphoid specific	chr10	94545329	94613905	+	8339.5415994525	-2.29576646212694	7.17061429065544e-05	TRUE	Down
23026	MYO16	myosin XVI	chr13	108596152	109208005	+	9420.64766309457	-1.79123159538713	0.00584569478929016	TRUE	Down
54585	LZTFL1	leucine zipper transcription factor like 1	chr3	45823316	45916042	-	9688.18794543389	1.12666592041451	0.111883746464111	FALSE	Up
283150	FOXR1	forkhead box R1	chr11	118971712	118981287	+	3926.93231972167	-1.19496480677616	0.149981852078722	FALSE	Down
5372	PMM1	phosphomannomutase 1	chr22	41576900	41589871	-	8460.18825916806	-2.17137242595666	0.00514986426713829	TRUE	Down
51659	GINS2	GINS complex subunit 2	chr16	85676198	85690073	-	3321.98324244237	-1.48029482316193	0.00147292398228354	TRUE	Down
100129878	DYM-AS1	DYM antisense RNA 1	chr18	49023703	49048474	+	5187.03835901106	1.86353169878018	0.00439497962412741	TRUE	Up
3142	HLX	H2.0 like homeobox	chr1	220879443	220885059	+	3323.19434669102	-0.363905289963264	0.000241884765252712	FALSE	Down
124905291	LOC124905291	small nucleolar RNA U3	chrX	113944186	113944399	-	1156.07407758944	1.22506548667352	0.000342766117741181	TRUE	Up
100422919	MIR1302-11	microRNA 1302-11	chr19	71973	72110	+	1498.34290381521	-3.84522286085569	4.20008604736725e-06	TRUE	Down
8969	H2AC11	H2A clustered histone 11	chr6	27133043	27133535	+	8185.99973588251	0.229670900312688	0.00395838540918784	FALSE	Up
101929198	ATP13A4-AS1	ATP13A4 antisense RNA 1	chr3	193553213	193555088	+	3327.18284094939	-3.49088475588435	0.0432823599283954	TRUE	Down
100847065	MIR5591	microRNA 5591	chr4	39411910	39411974	+	9281.95547889918	0.475289206413755	7.7902395159414e-06	FALSE	Up
100289561	LOC100289561	uncharacterized LOC100289561	chr7	102364162	102380633	+	3509.32361975545	-0.0159940343710063	0.00744224123853026	FALSE	Down
102723796	TLE7	TLE family member 7	chr16	71429980	71442054	-	4273.34137538914	-3.18044275619993	0.00469071621322635	TRUE	Down
25823	TPSG1	tryptase gamma 1	chr16	1221651	1225268	-	4021.03155132616	2.34670092839555	0.0085641373601937	TRUE	Up
130752	MDH1B	malate dehydrogenase 1B	chr2	206737763	206765328	-	4251.64047393482	-0.66422057610311	4.27622059766556e-06	FALSE	Down
9021	SOCS3	suppressor of cytokine signaling 3	chr17	78356778	78360077	-	2957.87372347666	-1.96874107821357	0.00373430449967216	TRUE	Down
8844	KSR1	kinase suppressor of ras 1	chr17	27456448	27626438	+	8932.27267879294	0.755769455233341	0.000527482189832395	FALSE	Up
6626	SNRPA	small nuclear ribonucleoprotein polypeptide A	chr19	40750637	40765389	+	6619.80745587032	-1.80968603169726	1.59887532808578e-05	TRUE	Down
122455337	HLCS-AS1	HLCS antisense RNA 1	chr21	36966461	36975164	+	5740.4225433548	0.881712332392721	0.01047104524737	FALSE	Up
105376602	LINC02758	long intergenic non-protein coding RNA 2758	chr11	28679183	28683469	+	9337.66692095902	1.13296500562979	0.000304895068470157	TRUE	Up
23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	chr1	183248237	183418380	-	9884.38759896206	1.24906996645697	0.000292197625602029	TRUE	Up
4988	OPRM1	opioid receptor mu 1	chr6	154010496	154246867	+	1135.80486684572	1.18384764046268	0.000729238220154054	TRUE	Up
1120	CHKB	choline kinase beta	chr22	50578959	50601455	-	4799.62226704229	-0.783843411898855	0.00258815201911096	FALSE	Down
101927798	LOC101927798	uncharacterized LOC101927798	chr8	133775551	133777352	-	6733.77923986409	-1.55574869350183	1.58297838674077e-05	TRUE	Down
100506834	GAS1RR	GAS1 adjacent regulatory RNA	chr9	86948629	87002033	+	540.428554920945	-0.443531518480836	0.00552614899999556	FALSE	Down
7991	TUSC3	tumor suppressor candidate 3	chr8	15417215	15766649	+	4408.41655427124	-2.10664696232237	3.41431156446832e-06	TRUE	Down
5820	PVT1	Pvt1 oncogene	chr8	127794526	128187101	+	8551.07252380112	-0.364099414605837	0.193802655645873	FALSE	Down
147429	AQP4-AS1	AQP4 antisense RNA 1	chr18	26655742	27190698	+	6469.17072968092	-2.13080965631996	0.00943571898322593	TRUE	Down
102465428	MIR6717	microRNA 6717	chr14	21023314	21023386	-	6416.4338182332	1.21039624450168	0.276503422416274	FALSE	Up
360023	ZBTB41	zinc finger and BTB domain containing 41	chr1	197153682	197201293	-	1548.65546453977	-0.0536593841166291	8.86008581960919e-05	FALSE	Down
100288346	NCAM1-AS1	NCAM1 antisense RNA1	chr11	113265137	113274032	-	3957.71919419756	-0.922849345852006	0.149706370535946	FALSE	Down
974	CD79B	CD79b molecule	chr17	63928738	63932336	-	418.164961270522	0.0956653591197379	2.547531215694e-06	FALSE	Up
105376679	LINC01646	long intergenic non-protein coding RNA 1646	chr1	4571481	4594016	+	1054.93018160807	2.00533772104732	0.00156119398411186	TRUE	Up
100129387	GABPB1-AS1	GABPB1 antisense RNA 1	chr15	50354944	50357125	+	6709.58898822777	-1.51729512736947	8.7481863803822e-06	TRUE	Down
90632	LINC00473	long intergenic non-protein coding RNA 473	chr6	165790096	165988117	-	8098.06942160707	-0.513082470853741	2.79395408044457e-06	FALSE	Down
105377212	LOC105377212	uncharacterized LOC105377212	chrX	63222993	63561064	-	2391.62319805007	-3.50262713922092	0.00144458031717427	TRUE	Down
724027	MIR657	microRNA 657	chr17	81125276	81125373	-	7235.63876836794	0.453788434991773	0.00265900411284944	FALSE	Up
105372942	FAM247D	family with sequence similarity 247 member D	chr22	18349942	18361190	+	7462.05308016623	1.33232195274519	2.20524161940438e-05	TRUE	Up
101929570	KCNH7-AS1	KCNH7 antisense RNA 1	chr2	162768936	162797972	+	6073.99623531615	1.21233721243243	0.000258786369597005	TRUE	Up
27030	MLH3	mutL homolog 3	chr14	75013769	75051532	-	326.002587936819	-0.114090842322213	0.00865558676026161	FALSE	Down
9610	RIN1	Ras and Rab interactor 1	chr11	66330241	66336840	-	9398.81270156475	-0.160355266059507	0.00473961750584183	FALSE	Down
22920	KIFAP3	kinesin associated protein 3	chr1	169921326	170085208	-	7433.41720746365	-1.47659532585131	1.08952082722401e-05	TRUE	Down
728619	ASB9P1	ankyrin repeat and SOCS box containing 9 pseudogene 1	chr15	92795647	92796439	+	1445.64392907079	-0.446312282958523	5.05037118132444e-05	FALSE	Down
124903246	LOC124903246	uncharacterized LOC124903246	chr13	106376573	106384315	+	3847.02825352782	1.07868707374032	0.0854926991262691	FALSE	Up
391109	OR10K1	olfactory receptor family 10 subfamily K member 1	chr1	158461574	158468979	+	5823.43830541708	-3.60605575341232	0.000154567699085834	TRUE	Down
10147	SUGP2	SURP and G-patch domain containing 2	chr19	18990888	19034023	-	9917.25959885865	1.26327852911528	2.55640534360998e-06	TRUE	Up
23553	HYAL4	hyaluronidase 4	chr7	123828983	123877481	+	4023.0450110347	-1.76905868580531	2.09413915107838e-05	TRUE	Down
314	AOC2	amine oxidase copper containing 2	chr17	42844580	42850707	+	1958.20801364956	3.23807089868641	0.00168559628159012	TRUE	Up
4486	MST1R	macrophage stimulating 1 receptor	chr3	49887002	49903873	-	6971.62418274442	-1.33237785054416	0.00387890785097847	TRUE	Down
5318	PKP2	plakophilin 2	chr12	32790745	32896798	-	9329.92256514495	0.317700390724215	9.18711584196994e-06	FALSE	Up
6614	SIGLEC1	sialic acid binding Ig like lectin 1	chr20	3686970	3712600	-	6713.68624057155	0.418764897721156	3.46141414503701e-06	FALSE	Up
4287	ATXN3	ataxin 3	chr14	92049611	92106621	-	8528.53554485599	2.19943868330133	4.11506839303277e-05	TRUE	Up
147744	TMEM190	transmembrane protein 190	chr19	55376826	55378246	+	4539.30441428442	-3.15143499361687	0.0530301229964818	FALSE	Down
140578	CHODL	chondrolectin	chr21	17901263	18267373	+	2738.09809285449	-0.758381459351696	3.13900530459019e-06	FALSE	Down
124902388	LOC124902388	uncharacterized LOC124902388	chr10	19812372	19816278	-	680.201381577645	-3.11846108932075	1.12710196839075e-05	TRUE	Down
124902786	LOC124902786	uncharacterized LOC124902786	chr11	128290393	128294371	+	4334.86506231362	1.25883197318164	0.000422169045405532	TRUE	Up
107984000	LOC107984000	uncharacterized LOC107984000	chr3	122515006	122518172	+	5193.04507890716	-0.24397737303756	0.000320235474329366	FALSE	Down
23480	SEC61G	SEC61 translocon subunit gamma	chr7	54752250	54759974	-	2801.48421837948	0.991853855013499	6.41579281272626e-06	FALSE	Up
84811	BUD13	BUD13 homolog	chr11	116748170	116772987	-	9306.67179235723	0.574199335381298	3.72894890738173e-06	FALSE	Up
29881	NPC1L1	NPC1 like intracellular cholesterol transporter 1	chr7	44512535	44541330	-	5453.26180046192	-1.2280312984982	1.96912094672947e-05	TRUE	Down
124901449	LOC124901449	uncharacterized LOC124901449	chr6	159094093	159116254	+	257.081520659849	1.98941160694842	0.0246766043924979	TRUE	Up
